AccidentDate,Timing,State,WeatherCondition,RoadCondition,Deaths,Reason
2020-11-15,Night,Punjab,Clear,Rough,0,Weather Conditions
2009-02-26,Night,Sikkim,Foggy,Fine,1,Road Conditions
2007-12-20,Evening,Sikkim,Clear,Under Construction,5,Mechanical Failure
2013-10-16,Evening,Maharashtra,Foggy,Rough,10,Distracted Driving
2007-09-20,Afternoon,Haryana,Rainy,Rough,8,Mechanical Failure
2017-05-05,Night,Tamil Nadu,Clear,Under Construction,4,Weather Conditions
2010-11-02,Afternoon,Odisha,Rainy,Under Construction,10,Poor Visibility
2007-05-20,Evening,Sikkim,Foggy,Fine,8,Drunk Driving
2010-11-16,Evening,Karnataka,Foggy,Fine,5,Weather Conditions
2004-07-21,Morning,Uttar Pradesh,Rainy,Rough,4,Distracted Driving
2015-09-18,Morning,Uttarakhand,Clear,Fine,9,Reckless Driving
2018-07-17,Afternoon,Manipur,Clear,Under Construction,10,Drunk Driving
2005-05-17,Evening,Meghalaya,Rainy,Fine,3,Reckless Driving
2008-10-27,Afternoon,West Bengal,Rainy,Rough,8,Speeding
2012-10-17,Night,Mizoram,Clear,Rough,7,Reckless Driving
2011-03-26,Night,Kerala,Clear,Fine,6,Speeding
2004-10-24,Morning,Mizoram,Clear,Rough,4,Drunk Driving
2017-10-25,Morning,Assam,Rainy,Under Construction,2,Drunk Driving
2020-10-16,Evening,Punjab,Foggy,Under Construction,10,Mechanical Failure
2012-07-02,Night,Goa,Rainy,Rough,4,Mechanical Failure
2004-02-19,Afternoon,Kerala,Rainy,Fine,5,Driver Fatigue
2004-12-10,Afternoon,Telangana,Foggy,Fine,5,Speeding
2017-07-27,Morning,Maharashtra,Foggy,Under Construction,3,Reckless Driving
2002-09-10,Night,Andhra Pradesh,Clear,Fine,7,Drunk Driving
2005-01-14,Night,Karnataka,Rainy,Under Construction,2,Reckless Driving
2008-07-23,Night,Rajasthan,Foggy,Under Construction,6,Weather Conditions
2004-09-06,Night,Himachal Pradesh,Rainy,Under Construction,8,Weather Conditions
2014-12-23,Night,Haryana,Clear,Fine,4,Drunk Driving
2022-01-01,Night,West Bengal,Clear,Under Construction,0,Driver Fatigue
2016-03-01,Night,Arunachal Pradesh,Foggy,Under Construction,9,Speeding
2002-03-28,Evening,Nagaland,Foggy,Fine,7,Distracted Driving
2021-03-12,Night,Sikkim,Foggy,Fine,3,Mechanical Failure
2001-06-20,Afternoon,Andhra Pradesh,Foggy,Fine,5,Weather Conditions
2003-11-30,Night,Jharkhand,Foggy,Fine,2,Speeding
2006-03-26,Afternoon,Chhattisgarh,Foggy,Fine,2,Drunk Driving
2014-05-16,Night,Odisha,Clear,Under Construction,1,Mechanical Failure
2015-09-06,Evening,Kerala,Clear,Under Construction,9,Weather Conditions
2013-10-12,Night,Gujarat,Rainy,Rough,0,Reckless Driving
2002-08-18,Morning,Uttar Pradesh,Foggy,Rough,4,Reckless Driving
2007-07-07,Morning,Madhya Pradesh,Rainy,Under Construction,1,Mechanical Failure
2007-03-08,Evening,Haryana,Rainy,Under Construction,2,Distracted Driving
2003-09-28,Morning,Odisha,Rainy,Rough,0,Poor Visibility
2020-01-07,Afternoon,Andhra Pradesh,Foggy,Under Construction,6,Distracted Driving
2010-09-02,Morning,Uttar Pradesh,Foggy,Under Construction,9,Road Conditions
2002-11-18,Afternoon,Punjab,Rainy,Rough,3,Driver Fatigue
2022-07-03,Night,Tripura,Foggy,Rough,6,Distracted Driving
2008-08-30,Evening,Arunachal Pradesh,Clear,Fine,9,Weather Conditions
2005-10-19,Afternoon,Odisha,Clear,Rough,6,Road Conditions
2004-09-25,Evening,Karnataka,Rainy,Rough,6,Speeding
2005-08-31,Evening,West Bengal,Rainy,Under Construction,6,Driver Fatigue
2011-01-23,Morning,Uttarakhand,Rainy,Under Construction,5,Poor Visibility
2008-05-30,Morning,Sikkim,Foggy,Fine,10,Driver Fatigue
2013-08-08,Morning,Uttarakhand,Clear,Fine,1,Reckless Driving
2009-02-16,Evening,Rajasthan,Foggy,Fine,4,Speeding
2006-07-21,Morning,Goa,Rainy,Fine,3,Driver Fatigue
2018-06-11,Evening,Manipur,Clear,Fine,9,Mechanical Failure
2018-09-19,Evening,Nagaland,Rainy,Rough,6,Distracted Driving
2015-10-23,Afternoon,Chhattisgarh,Foggy,Rough,10,Reckless Driving
2003-09-19,Afternoon,Tripura,Clear,Under Construction,2,Reckless Driving
2005-11-09,Afternoon,Madhya Pradesh,Clear,Rough,3,Driver Fatigue
2008-02-21,Evening,Madhya Pradesh,Rainy,Fine,7,Poor Visibility
2004-04-14,Afternoon,Punjab,Rainy,Under Construction,1,Driver Fatigue
2022-09-02,Morning,Nagaland,Foggy,Under Construction,1,Reckless Driving
2010-07-06,Evening,Goa,Clear,Under Construction,2,Mechanical Failure
2023-01-31,Evening,Mizoram,Rainy,Fine,10,Driver Fatigue
2011-04-09,Afternoon,Maharashtra,Foggy,Under Construction,0,Driver Fatigue
2019-03-22,Afternoon,Punjab,Foggy,Fine,1,Road Conditions
2020-05-28,Morning,Maharashtra,Foggy,Rough,0,Reckless Driving
2022-05-05,Night,Punjab,Rainy,Fine,3,Driver Fatigue
2019-05-07,Night,Punjab,Clear,Rough,8,Speeding
2010-04-23,Morning,Maharashtra,Rainy,Under Construction,10,Weather Conditions
2012-11-20,Night,Jharkhand,Foggy,Rough,5,Weather Conditions
2008-05-04,Evening,Mizoram,Foggy,Rough,9,Distracted Driving
2021-05-24,Night,Meghalaya,Rainy,Fine,4,Distracted Driving
2020-02-07,Afternoon,Gujarat,Rainy,Rough,5,Reckless Driving
2010-08-27,Night,Uttar Pradesh,Rainy,Fine,2,Poor Visibility
2010-12-04,Evening,Maharashtra,Clear,Fine,6,Speeding
2007-01-15,Morning,Punjab,Foggy,Rough,1,Weather Conditions
2018-10-03,Evening,Telangana,Foggy,Rough,6,Mechanical Failure
2023-09-27,Morning,Uttarakhand,Foggy,Under Construction,9,Speeding
2020-01-20,Evening,Kerala,Rainy,Under Construction,3,Speeding
2007-06-05,Morning,Assam,Clear,Rough,0,Distracted Driving
2002-04-03,Afternoon,Andhra Pradesh,Rainy,Fine,3,Speeding
2017-05-07,Afternoon,Tamil Nadu,Clear,Under Construction,8,Drunk Driving
2009-03-26,Morning,Chhattisgarh,Foggy,Rough,6,Road Conditions
2005-10-18,Night,West Bengal,Rainy,Rough,0,Distracted Driving
2015-12-31,Morning,Nagaland,Foggy,Fine,6,Distracted Driving
2017-03-28,Morning,Tripura,Clear,Fine,1,Driver Fatigue
2007-11-04,Night,Arunachal Pradesh,Rainy,Rough,9,Distracted Driving
2004-10-08,Afternoon,Assam,Rainy,Rough,0,Drunk Driving
2018-11-02,Evening,Rajasthan,Clear,Rough,1,Road Conditions
2008-10-02,Morning,Odisha,Rainy,Under Construction,8,Reckless Driving
2002-10-14,Night,Odisha,Rainy,Under Construction,5,Distracted Driving
2013-05-06,Morning,Odisha,Foggy,Under Construction,0,Drunk Driving
2015-05-08,Morning,Assam,Foggy,Under Construction,9,Road Conditions
2005-06-20,Morning,Sikkim,Rainy,Rough,1,Distracted Driving
2018-07-14,Night,Arunachal Pradesh,Clear,Under Construction,10,Poor Visibility
2022-05-02,Night,Odisha,Foggy,Under Construction,8,Drunk Driving
2000-04-03,Night,Bihar,Clear,Fine,7,Drunk Driving
2022-08-26,Night,Uttarakhand,Rainy,Under Construction,6,Distracted Driving
2017-12-15,Evening,Assam,Rainy,Fine,10,Distracted Driving
2002-04-12,Morning,Kerala,Clear,Fine,4,Distracted Driving
2013-02-20,Morning,Himachal Pradesh,Clear,Fine,5,Mechanical Failure
2012-03-29,Morning,Meghalaya,Clear,Under Construction,9,Drunk Driving
2022-06-08,Night,Chhattisgarh,Foggy,Under Construction,3,Reckless Driving
2014-07-22,Morning,Mizoram,Clear,Fine,7,Drunk Driving
2015-06-09,Night,Manipur,Foggy,Under Construction,10,Mechanical Failure
2001-09-06,Night,Sikkim,Foggy,Under Construction,4,Drunk Driving
2016-08-27,Night,Madhya Pradesh,Foggy,Fine,3,Speeding
2020-09-09,Night,Arunachal Pradesh,Foggy,Rough,6,Mechanical Failure
2002-10-09,Morning,Karnataka,Clear,Fine,6,Mechanical Failure
2021-05-30,Night,Jharkhand,Rainy,Rough,8,Poor Visibility
2009-10-22,Night,Uttar Pradesh,Rainy,Under Construction,5,Reckless Driving
2020-10-02,Afternoon,Bihar,Rainy,Fine,2,Mechanical Failure
2006-09-29,Night,Chhattisgarh,Clear,Fine,2,Weather Conditions
2019-09-01,Morning,Haryana,Foggy,Under Construction,9,Reckless Driving
2010-07-03,Night,Uttar Pradesh,Rainy,Rough,9,Weather Conditions
2001-10-22,Afternoon,Rajasthan,Clear,Under Construction,9,Road Conditions
2012-02-21,Afternoon,Rajasthan,Rainy,Under Construction,9,Weather Conditions
2011-06-23,Afternoon,Kerala,Foggy,Fine,7,Reckless Driving
2004-08-16,Night,Haryana,Rainy,Fine,6,Speeding
2023-08-05,Evening,Karnataka,Foggy,Rough,7,Road Conditions
2016-12-10,Afternoon,Punjab,Foggy,Rough,5,Weather Conditions
2006-12-14,Afternoon,Kerala,Clear,Under Construction,8,Speeding
2022-07-24,Morning,Meghalaya,Foggy,Under Construction,0,Poor Visibility
2001-12-21,Night,Punjab,Foggy,Under Construction,6,Driver Fatigue
2020-03-18,Night,Uttarakhand,Clear,Under Construction,4,Distracted Driving
2017-12-19,Morning,Rajasthan,Clear,Rough,1,Speeding
2010-09-25,Evening,Meghalaya,Rainy,Rough,0,Reckless Driving
2016-01-29,Night,Tripura,Foggy,Rough,3,Reckless Driving
2009-07-07,Evening,Punjab,Clear,Fine,4,Distracted Driving
2001-05-26,Evening,Andhra Pradesh,Clear,Rough,0,Poor Visibility
2011-12-03,Night,Bihar,Rainy,Rough,1,Weather Conditions
2002-03-24,Morning,Meghalaya,Foggy,Fine,2,Drunk Driving
2018-04-01,Afternoon,Tripura,Clear,Rough,5,Reckless Driving
2006-11-05,Night,Uttar Pradesh,Foggy,Under Construction,7,Distracted Driving
2016-05-02,Afternoon,Bihar,Foggy,Fine,5,Reckless Driving
2011-08-26,Afternoon,Karnataka,Rainy,Rough,7,Distracted Driving
2010-02-24,Morning,Punjab,Clear,Fine,4,Drunk Driving
2003-10-16,Evening,Kerala,Rainy,Rough,0,Poor Visibility
2016-02-20,Evening,Assam,Clear,Rough,0,Speeding
2003-06-02,Evening,Bihar,Clear,Under Construction,1,Distracted Driving
2004-08-16,Evening,Gujarat,Foggy,Fine,5,Road Conditions
2019-05-05,Night,Himachal Pradesh,Rainy,Rough,10,Distracted Driving
2004-04-12,Night,Uttar Pradesh,Clear,Fine,10,Road Conditions
2004-01-21,Night,Mizoram,Rainy,Rough,1,Drunk Driving
2011-01-01,Evening,Tripura,Foggy,Under Construction,10,Drunk Driving
2004-11-25,Night,West Bengal,Clear,Fine,1,Poor Visibility
2012-04-19,Evening,Assam,Rainy,Rough,9,Poor Visibility
2023-10-18,Evening,Jharkhand,Foggy,Fine,0,Distracted Driving
2014-12-19,Evening,Odisha,Clear,Rough,0,Driver Fatigue
2003-11-29,Night,Uttarakhand,Foggy,Under Construction,1,Poor Visibility
2013-02-21,Evening,Tamil Nadu,Foggy,Under Construction,10,Mechanical Failure
2020-11-23,Evening,Odisha,Foggy,Fine,2,Weather Conditions
2011-02-11,Night,Uttar Pradesh,Foggy,Rough,6,Mechanical Failure
2020-11-28,Afternoon,Telangana,Clear,Fine,9,Distracted Driving
2005-04-17,Morning,Chhattisgarh,Rainy,Rough,9,Speeding
2004-01-08,Night,Chhattisgarh,Rainy,Fine,3,Mechanical Failure
2003-06-26,Morning,Gujarat,Foggy,Under Construction,10,Speeding
2021-09-23,Night,Odisha,Clear,Rough,6,Distracted Driving
2023-07-17,Morning,Jharkhand,Foggy,Fine,5,Drunk Driving
2006-11-30,Morning,Maharashtra,Rainy,Under Construction,9,Weather Conditions
2015-09-08,Afternoon,Uttarakhand,Clear,Under Construction,4,Drunk Driving
2014-07-10,Afternoon,Kerala,Foggy,Rough,2,Distracted Driving
2008-10-03,Afternoon,Himachal Pradesh,Clear,Fine,4,Distracted Driving
2020-08-26,Afternoon,Uttar Pradesh,Clear,Rough,0,Distracted Driving
2015-09-10,Afternoon,Himachal Pradesh,Rainy,Under Construction,5,Mechanical Failure
2016-04-27,Afternoon,Haryana,Foggy,Fine,2,Mechanical Failure
2012-11-23,Night,Andhra Pradesh,Clear,Under Construction,3,Speeding
2020-03-10,Afternoon,Madhya Pradesh,Clear,Fine,3,Reckless Driving
2014-10-20,Night,Karnataka,Rainy,Under Construction,8,Weather Conditions
2017-01-19,Evening,Tamil Nadu,Foggy,Rough,1,Distracted Driving
2012-02-29,Afternoon,Manipur,Foggy,Rough,5,Distracted Driving
2013-11-13,Morning,Madhya Pradesh,Clear,Under Construction,10,Weather Conditions
2007-01-25,Evening,Madhya Pradesh,Rainy,Rough,10,Weather Conditions
2022-11-26,Afternoon,Jharkhand,Rainy,Fine,1,Drunk Driving
2007-11-16,Night,West Bengal,Rainy,Fine,0,Speeding
2006-05-23,Afternoon,Jharkhand,Foggy,Under Construction,10,Poor Visibility
2010-09-17,Night,Bihar,Foggy,Fine,9,Distracted Driving
2007-05-23,Evening,Karnataka,Foggy,Under Construction,5,Poor Visibility
2013-09-20,Night,Haryana,Rainy,Fine,4,Reckless Driving
2003-11-27,Morning,Himachal Pradesh,Foggy,Rough,7,Drunk Driving
2006-05-29,Afternoon,Meghalaya,Foggy,Fine,8,Poor Visibility
2007-09-12,Afternoon,Karnataka,Clear,Under Construction,9,Weather Conditions
2020-07-05,Morning,Sikkim,Foggy,Fine,9,Poor Visibility
2023-07-11,Night,Rajasthan,Clear,Rough,2,Driver Fatigue
2023-08-05,Evening,Goa,Foggy,Under Construction,5,Drunk Driving
2010-03-19,Evening,Chhattisgarh,Clear,Fine,10,Road Conditions
2002-01-03,Afternoon,Nagaland,Rainy,Rough,6,Drunk Driving
2012-05-19,Afternoon,Karnataka,Rainy,Rough,7,Mechanical Failure
2022-11-14,Morning,Telangana,Clear,Under Construction,8,Reckless Driving
2016-10-15,Afternoon,Rajasthan,Foggy,Fine,8,Driver Fatigue
2006-08-13,Afternoon,Punjab,Rainy,Fine,2,Driver Fatigue
2021-12-21,Afternoon,Manipur,Rainy,Under Construction,7,Drunk Driving
2011-03-19,Morning,Uttarakhand,Foggy,Rough,0,Drunk Driving
2003-12-25,Night,Chhattisgarh,Clear,Under Construction,3,Reckless Driving
2002-04-08,Night,Assam,Clear,Under Construction,9,Driver Fatigue
2006-10-29,Evening,Uttarakhand,Rainy,Rough,4,Driver Fatigue
2023-02-27,Evening,Tamil Nadu,Clear,Under Construction,7,Weather Conditions
2018-07-19,Night,Uttarakhand,Rainy,Under Construction,3,Reckless Driving
2006-09-10,Night,Mizoram,Clear,Fine,10,Drunk Driving
2016-10-05,Evening,Jharkhand,Foggy,Fine,5,Road Conditions
2023-06-02,Morning,Kerala,Clear,Rough,5,Road Conditions
2001-08-20,Afternoon,Karnataka,Clear,Fine,4,Weather Conditions
2011-10-30,Night,Karnataka,Foggy,Under Construction,2,Distracted Driving
2009-07-14,Evening,Gujarat,Clear,Rough,1,Reckless Driving
2018-03-24,Morning,Gujarat,Rainy,Rough,8,Weather Conditions
2022-06-15,Night,Punjab,Clear,Rough,10,Poor Visibility
2020-03-24,Afternoon,West Bengal,Foggy,Fine,6,Weather Conditions
2013-02-18,Night,Karnataka,Clear,Under Construction,0,Poor Visibility
2015-08-31,Afternoon,Manipur,Foggy,Rough,10,Drunk Driving
2020-01-31,Night,Assam,Rainy,Rough,5,Road Conditions
2004-03-14,Night,Karnataka,Rainy,Under Construction,7,Drunk Driving
2016-12-22,Morning,Mizoram,Foggy,Rough,2,Driver Fatigue
2013-08-23,Evening,Goa,Rainy,Under Construction,6,Speeding
2016-02-05,Night,Karnataka,Foggy,Fine,2,Reckless Driving
2011-11-02,Morning,Gujarat,Rainy,Fine,6,Road Conditions
2015-02-22,Evening,Madhya Pradesh,Rainy,Fine,8,Mechanical Failure
2005-03-25,Afternoon,Himachal Pradesh,Foggy,Rough,1,Weather Conditions
2012-10-22,Evening,Odisha,Clear,Rough,1,Road Conditions
2008-10-07,Night,Uttar Pradesh,Rainy,Rough,9,Speeding
2023-12-17,Evening,Odisha,Foggy,Under Construction,10,Drunk Driving
2015-12-05,Night,Odisha,Foggy,Rough,5,Poor Visibility
2002-12-31,Morning,Punjab,Foggy,Under Construction,4,Weather Conditions
2020-09-17,Night,Sikkim,Clear,Rough,3,Poor Visibility
2007-10-02,Evening,Nagaland,Rainy,Under Construction,4,Distracted Driving
2005-02-18,Afternoon,Arunachal Pradesh,Clear,Fine,1,Driver Fatigue
2003-08-01,Evening,Uttarakhand,Clear,Rough,0,Poor Visibility
2015-08-29,Evening,Tamil Nadu,Foggy,Rough,6,Driver Fatigue
2008-04-11,Morning,Tamil Nadu,Rainy,Fine,9,Reckless Driving
2008-10-24,Morning,Uttar Pradesh,Foggy,Fine,3,Driver Fatigue
2023-12-06,Afternoon,Gujarat,Clear,Under Construction,0,Reckless Driving
2022-01-28,Afternoon,West Bengal,Rainy,Under Construction,8,Driver Fatigue
2013-12-24,Evening,Gujarat,Clear,Under Construction,0,Weather Conditions
2013-04-16,Afternoon,Rajasthan,Foggy,Fine,9,Weather Conditions
2014-08-16,Night,Arunachal Pradesh,Rainy,Under Construction,10,Mechanical Failure
2013-03-15,Afternoon,Punjab,Rainy,Under Construction,10,Drunk Driving
2008-08-04,Evening,Rajasthan,Clear,Fine,8,Distracted Driving
2010-09-07,Night,Andhra Pradesh,Foggy,Rough,8,Distracted Driving
2000-08-07,Night,Madhya Pradesh,Foggy,Fine,6,Weather Conditions
2023-12-02,Afternoon,Kerala,Rainy,Under Construction,2,Speeding
2012-03-22,Afternoon,Tripura,Clear,Under Construction,0,Driver Fatigue
2002-08-26,Night,Assam,Clear,Under Construction,7,Distracted Driving
2016-06-03,Night,Rajasthan,Clear,Under Construction,9,Road Conditions
2008-01-31,Night,Madhya Pradesh,Clear,Fine,1,Mechanical Failure
2015-05-25,Night,Uttarakhand,Foggy,Fine,0,Weather Conditions
2006-02-18,Night,Uttar Pradesh,Rainy,Rough,6,Weather Conditions
2006-01-27,Evening,Himachal Pradesh,Foggy,Under Construction,1,Reckless Driving
2014-04-16,Morning,Rajasthan,Rainy,Fine,9,Reckless Driving
2023-04-05,Night,Odisha,Rainy,Under Construction,5,Road Conditions
2009-03-17,Evening,Rajasthan,Rainy,Under Construction,4,Drunk Driving
2015-07-21,Evening,Chhattisgarh,Foggy,Fine,8,Speeding
2015-06-08,Afternoon,Chhattisgarh,Foggy,Rough,7,Road Conditions
2015-04-09,Night,West Bengal,Clear,Fine,5,Speeding
2015-02-14,Night,Jharkhand,Foggy,Rough,4,Speeding
2005-01-22,Morning,Goa,Foggy,Under Construction,0,Drunk Driving
2003-04-19,Evening,Andhra Pradesh,Clear,Fine,0,Driver Fatigue
2002-03-20,Night,Tamil Nadu,Foggy,Under Construction,5,Poor Visibility
2023-05-16,Morning,Himachal Pradesh,Clear,Fine,6,Speeding
2016-05-24,Night,Uttar Pradesh,Rainy,Rough,2,Weather Conditions
2018-07-06,Afternoon,Haryana,Rainy,Fine,0,Driver Fatigue
2020-02-08,Morning,Mizoram,Foggy,Rough,4,Reckless Driving
2010-11-08,Morning,Arunachal Pradesh,Rainy,Rough,5,Weather Conditions
2021-09-06,Night,Meghalaya,Rainy,Under Construction,7,Mechanical Failure
2002-07-08,Night,Andhra Pradesh,Clear,Fine,1,Distracted Driving
2021-12-23,Evening,Andhra Pradesh,Foggy,Rough,9,Reckless Driving
2016-04-07,Morning,Andhra Pradesh,Foggy,Fine,1,Driver Fatigue
2014-09-30,Evening,Uttar Pradesh,Rainy,Fine,5,Poor Visibility
2015-02-28,Night,Meghalaya,Clear,Under Construction,0,Reckless Driving
2017-04-08,Night,Gujarat,Foggy,Rough,8,Driver Fatigue
2019-09-24,Morning,Karnataka,Foggy,Rough,1,Reckless Driving
2022-12-18,Morning,West Bengal,Clear,Under Construction,4,Poor Visibility
2002-11-02,Evening,Haryana,Foggy,Rough,6,Mechanical Failure
2017-06-29,Afternoon,Kerala,Clear,Rough,9,Mechanical Failure
2002-09-03,Afternoon,Mizoram,Foggy,Under Construction,3,Reckless Driving
2013-08-31,Night,Telangana,Foggy,Under Construction,7,Reckless Driving
2000-01-18,Evening,Assam,Foggy,Under Construction,10,Speeding
2013-09-04,Morning,Goa,Clear,Under Construction,5,Poor Visibility
2021-10-12,Afternoon,Sikkim,Rainy,Rough,0,Drunk Driving
2008-06-18,Evening,Tamil Nadu,Rainy,Rough,2,Road Conditions
2005-10-15,Morning,Mizoram,Rainy,Under Construction,3,Distracted Driving
2016-09-19,Night,Maharashtra,Clear,Fine,5,Poor Visibility
2005-02-08,Afternoon,Arunachal Pradesh,Foggy,Fine,7,Road Conditions
2017-04-19,Morning,Manipur,Clear,Under Construction,4,Reckless Driving
2011-08-10,Night,Punjab,Rainy,Under Construction,4,Distracted Driving
2020-06-23,Afternoon,Nagaland,Foggy,Fine,6,Speeding
2008-10-06,Night,Gujarat,Rainy,Fine,5,Distracted Driving
2007-05-15,Evening,Nagaland,Foggy,Fine,3,Mechanical Failure
2010-11-07,Afternoon,Nagaland,Foggy,Rough,2,Reckless Driving
2006-05-29,Afternoon,Arunachal Pradesh,Clear,Fine,3,Mechanical Failure
2017-06-12,Night,Kerala,Foggy,Fine,3,Speeding
2007-03-20,Night,Karnataka,Foggy,Under Construction,7,Weather Conditions
2000-08-14,Morning,Manipur,Clear,Under Construction,0,Drunk Driving
2003-04-22,Evening,Sikkim,Foggy,Under Construction,9,Drunk Driving
2012-09-30,Night,Bihar,Rainy,Fine,0,Reckless Driving
2022-11-12,Night,Odisha,Foggy,Fine,9,Poor Visibility
2013-06-20,Night,Sikkim,Foggy,Under Construction,8,Speeding
2016-08-23,Night,Odisha,Foggy,Rough,2,Speeding
2013-06-12,Night,Karnataka,Foggy,Fine,5,Weather Conditions
2005-08-17,Night,Uttar Pradesh,Rainy,Under Construction,10,Driver Fatigue
2023-08-25,Evening,Tripura,Foggy,Under Construction,8,Driver Fatigue
2023-01-27,Evening,Arunachal Pradesh,Clear,Rough,6,Poor Visibility
2016-01-14,Evening,Sikkim,Foggy,Fine,7,Reckless Driving
2022-02-02,Night,Uttar Pradesh,Clear,Rough,0,Speeding
2006-06-02,Morning,Punjab,Clear,Rough,5,Mechanical Failure
2008-03-14,Afternoon,Tripura,Foggy,Rough,7,Speeding
2001-09-02,Morning,Chhattisgarh,Foggy,Fine,7,Road Conditions
2004-11-03,Morning,Arunachal Pradesh,Rainy,Fine,10,Driver Fatigue
2016-09-13,Morning,Tamil Nadu,Foggy,Under Construction,7,Road Conditions
2023-12-12,Evening,Rajasthan,Rainy,Fine,8,Mechanical Failure
2000-12-04,Afternoon,Andhra Pradesh,Clear,Rough,8,Distracted Driving
2012-06-07,Night,Himachal Pradesh,Clear,Fine,5,Poor Visibility
2014-09-06,Night,Assam,Clear,Under Construction,9,Drunk Driving
2014-04-29,Night,Madhya Pradesh,Rainy,Fine,1,Road Conditions
2022-04-06,Afternoon,Andhra Pradesh,Clear,Under Construction,6,Road Conditions
2008-07-02,Morning,Andhra Pradesh,Clear,Fine,6,Driver Fatigue
2019-03-03,Afternoon,Assam,Clear,Fine,9,Speeding
2010-07-30,Night,Himachal Pradesh,Foggy,Rough,5,Mechanical Failure
2023-05-31,Afternoon,Manipur,Foggy,Fine,4,Road Conditions
2009-04-10,Morning,Punjab,Clear,Fine,10,Distracted Driving
2011-01-15,Night,Chhattisgarh,Clear,Under Construction,2,Poor Visibility
